PETITS VEAUX
COTATION DES VEAUX DE 14 JOURS A 4 SEMAINES SUR LES MARCHES DE REFERENCE
EN EURO
SEMAINE N° 37 DU 11/09/2023 AU 17/09/2023

EN EURO/Tête
;RACES;SEXE;CONFORMATION;AGEN;ARMO;BOUR;CARE;CHAG;LAMB;LEZA;RETH;TALA;;MOYENNE NATIONALE;variation
;;;POIDS
VEAUX;RACES À VIANDE;MALE;E;470,00;;;;;;450,00;;;;455,72;0;;LIMOUSINS
VEAUX;Limousins;MALE;U;380,00;;;;;;380,00;;;;380,00;0;;LIMOUSINS
VEAUX;ou;MALE;R;250,00;;;;;;230,00;;;;235,72;0;;LIMOUSINS
VEAUX;Blonds;MALE;O;;;;;;;60,00;;;;60,00;0;;LIMOUSINS
VEAUX;;FEMELLE;E;380,00;;;;;;370,00;;;;372,77;0;;LIMOUSINS
VEAUX;;FEMELLE;U;305,00;;;;;;310,00;;;;308,61;0;;LIMOUSINS
VEAUX;;FEMELLE;R;170,00;;;;;;130,00;;;;141,09;0;;LIMOUSINS
VEAUX;;FEMELLE;O;60,00;;;;;;30,00;;;;38,32;0;;LIMOUSINS
VEAUX;RACES À VIANDE;MALE;E;;;;;;;410,00;;;;410,00;0;;CHAROLAIS
VEAUX;Charolais;MALE;U;;;;;;;340,00;;;;340,00;0;;CHAROLAIS
VEAUX;ou;MALE;R;;;;;;;205,00;;;;205,00;0;;CHAROLAIS
VEAUX;Blanc Bleu;MALE;O;;;;;;;75,00;;;;75,00;0;;CHAROLAIS
VEAUX;;FEMELLE;E;;;;;;;345,00;;;;345,00;0;;CHAROLAIS
VEAUX;;FEMELLE;U;;;;;;;290,00;;;;290,00;0;;CHAROLAIS
VEAUX;;FEMELLE;R;;;;;;;145,00;;;;145,00;0;;CHAROLAIS
VEAUX;;FEMELLE;O;;;;;;;55,00;;;;55,00;0;;CHAROLAIS
VEAUX;CROISÉS;MALE;E;;;;;;;395,00;;;;395,00;0;;CROISE VIANDE
VEAUX;RACES À VIANDE;MALE;U;;;;;340,00;;325,00;;;;326,88;0;;CROISE VIANDE
VEAUX;Mère race à viande X;MALE;R;;;;;230,00;;225,00;;;;225,63;0;;CROISE VIANDE
VEAUX;mâle race à viande;MALE;O;;;;;150,00;;95,00;;;;101,88;0;;CROISE VIANDE
VEAUX;;FEMELLE;E;;;;;;;340,00;;;;340,00;0;;CROISE VIANDE
VEAUX;;FEMELLE;U;;;;;280,00;;295,00;;;;293,93;0;;CROISE VIANDE
VEAUX;;FEMELLE;R;;;;;190,00;;175,00;;;;176,07;0;;CROISE VIANDE
VEAUX;;FEMELLE;O;;;;;130,00;;75,00;;;;78,93;0;;CROISE VIANDE
VEAUX;CROISÉS MIXTES;MALE;U;330,00;;400,00;350,00;340,00;;325,00;;460,00;;416,35;5,10;;CROISE MIXTE
VEAUX;Mère race mixte X;MALE;R;210,00;;280,00;230,00;230,00;;225,00;;390,00;;324,17;5,10;;CROISE MIXTE
VEAUX;mâle race à viande;MALE;O;120,00;;190,00;130,00;150,00;;115,00;;230,00;;196,63;0;;CROISE MIXTE
VEAUX;ou;MALE;P;;;;;;;30,00;;;;30,00;0;;CROISE MIXTE
VEAUX;Mère race mixte X;FEMELLE;U;270,00;;300,00;270,00;280,00;;275,00;;360,00;;324,20;5,06;;CROISE MIXTE
VEAUX;mâle race mixte;FEMELLE;R;170,00;;220,00;180,00;190,00;;175,00;;290,00;;245,47;5,06;;CROISE MIXTE
VEAUX;;FEMELLE;O;95,00;;165,00;125,00;130,00;;95,00;;170,00;;154,10;0;;CROISE MIXTE
VEAUX;;FEMELLE;P;;;;;;;20,00;;;;20,00;0;;CROISE MIXTE
